,Predict,Rating
0,4.017470207573522,4.42
1,4.008755199825132,4.31
2,4.129229521359515,4.12
3,4.013294524750803,3.82
4,4.0669850057569015,4.13
5,3.9585124914520957,3.91
6,4.142789710533573,4.27
7,3.870514211132513,4.1
8,4.042901230940603,3.56
9,3.9229228421535707,2.77
10,4.041178966203294,3.73
11,4.037029749237078,4.12
12,4.271114362767209,4.19
13,4.124761590584085,4.0
14,3.9367423165104785,3.71
15,4.237480436266519,4.3
16,3.989190255001349,4.03
17,3.947396477307436,4.19
18,3.969333339466897,4.1
19,3.854552417702177,4.1
20,3.9564380283550578,3.89
21,4.14492064585312,3.93
22,4.004418763032631,3.69
23,3.969309439561434,4.14
24,3.9433641585749992,3.95
25,4.0971737144389815,4.3
26,3.9631027921759547,3.84
27,4.214057953718533,4.5
28,3.9183593317238463,4.33
29,4.179327208022453,3.89
30,4.040225660059089,3.82
31,3.9456128491600726,4.16
32,4.147692188342074,3.99
33,3.840851063080232,3.71
34,3.9868331896852305,3.98
35,4.208443757539447,3.06
36,3.8952646931795907,4.05
37,4.083793375360017,3.84
38,3.862160369785377,3.98
39,4.048137515289248,3.91
40,4.106955037301703,3.96
41,4.028080033191001,4.32
42,3.957657653075101,3.77
43,3.9853374889890256,3.7
44,4.209306755818428,4.38
45,4.116977312801922,4.17
46,3.942394225008088,3.49
47,4.0386465161848575,3.98
48,4.206362506272846,4.25
49,3.9970961369683464,4.15
50,3.9536899108542958,3.76
51,3.9222136693599667,3.97
52,4.057477705008999,4.03
53,3.880572241683551,3.95
54,3.9345296977345923,3.55
55,4.010189452370809,3.64
56,3.9839239878164543,4.04
57,4.049926827631651,4.57
58,3.8572828992939066,3.85
59,3.9268652533474073,4.31
60,3.8419239437022528,4.06
61,4.182569603699232,3.84
62,4.032307243855905,3.93
63,4.071191444871431,3.97
64,4.023180822437784,4.11
65,3.9920087676785974,3.56
66,4.138199954196647,4.35
67,4.151239282675959,4.47
68,4.1469098015895645,4.11
69,4.142584154904104,4.14
70,3.936786147214855,4.01
71,4.065263620692099,4.08
72,3.9442928732984917,4.43
73,3.988666072719766,4.21
74,3.967718962214585,4.02
75,3.9470154776791118,3.91
76,3.9809598583398618,4.0
77,4.161338877674553,4.25
78,4.072261943406379,4.18
79,3.9364653557168747,3.98
80,3.9960927435716593,3.65
81,3.8999658836199673,3.79
82,3.861145805658907,4.02
